,Unnamed: 0,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
1205,1205,2022-02-08 16:57:36,todobiranews,2977153027.0,,-1.0,tl,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"Para sa ibang katanungan, makipag-ugnayan sa inyong LGU, barangay, o health center! ? 

#Resbakuna
#BayanihanBakunahan
#BIDABakunation",,,0,1.49097307563407e+18
1206,1206,2022-02-08 16:29:25,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 9 February: https://t.co/ntK9ot3KN4

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas https://t.co/xRJEf3zlOz",,,0,1.49096598123328e+18
1207,1207,2022-02-08 16:27:30,Navotas City,150876668.0,Navotas_City,150876668.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Inaaanyayahan niya ang mga magulang na pabakunahan ang kanilang mga anak para sa kanilang proteksyon at bilang paghahanda sa face-to-face classes.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas",,,0,1.49096549727354e+18
1208,1208,2022-02-08 16:00:02,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Huwag mangamba, ligtas at effective sa mga bata ang COVID-19 vaccine.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/yo4v3aCcPz",,,0,1.4909585889149e+18
1209,1209,2022-02-08 14:53:42,PIA Gitnang Luzon,846487933.0,PIA_RIII,846487933.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Para sa ibang katanungan, makipag-ugnayan sa inyong LGU, barangay, o health center! ? 

#Resbakuna
#BayanihanBakunahan
#BIDABakunation",,,0,1.49094189560582e+18
1210,1210,2022-02-08 14:03:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Pagbabakuna sa edad 5 to 11 laban sa COVID-19, naging matagumpay sa NCR.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/3VZDngnCVw",,,0,1.49092913389492e+18
1211,1211,2022-02-08 12:12:21,Department of Health,186347409.0,DOHgovph,186347409.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Para sa ibang katanungan, makipag-ugnayan sa inyong LGU, barangay, o health center! ? 

#Resbakuna
#BayanihanBakunahan
#BIDABakunation",,,1,1.49090128759633e+18
1212,1212,2022-02-08 11:17:46,Zamboanga City Police Station 9,1707037903.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.49088755443004e+18
1213,1213,2022-02-08 11:10:41,Vin Fran T.,1.27798233526725e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.49088577107037e+18
1214,1214,2022-02-08 10:58:02,Zamboanga City Police Station 8,1727544205.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.49088258612562e+18
1215,1215,2022-02-08 10:08:11,Maritime Police Precinct Macanaya,1.1568246261372e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.49087004209476e+18
1216,1216,2022-02-08 09:22:51,@Zamboanga City Police Station 3(Sangali),2826135566.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.4908586347291e+18
1217,1217,2022-02-08 09:00:02,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 199,124 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 192,130 na ang nakakumpleto ng dalawang doses at 46,956 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/AMDe1Pq57x",,,0,1.49085288897692e+18
1218,1218,2022-02-08 07:28:07,my??isVIPiKONICteUme,1.35771088714287e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.49082976022602e+18
1219,1219,2022-02-07 21:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Kumustahin ang COVID-19 vaccination sa Naujan, Oriental Mindoro.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/Tiefse2cFT",,,0,1.49067923775745e+18
1220,1220,2022-02-07 19:09:51,2nd Zamboanga City Mobile Force Company Seaborne,1.35685763145796e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10,1.49064396623224e+18
1221,1221,2022-02-07 17:20:09,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Know your COVID-19 Vaccines! ?

Narito ang mga dapat mong malaman sa mga bakuna kontra COVID-19: ?

Bisitahin ang https://t.co/XwTUUecYJv para sa iba pang impormasyon ukol sa mga bakuna kontra COVID-19 sa Pilipinas! ?

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus https://t.co/5cFXvhV1au",,,0,1.49061636187314e+18
1222,1222,2022-02-07 16:47:57,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Manatiling updated sa Batangas PIO facebook page para sa itatalagang schedule ng pagbabakuna sa 5-11 pediatric age group sa DREAM Zone, Capitol Compound sa Lungsod ng Batangas.

#BatangasMagiting
#HandaIngatMagiting 
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/3cn8f0ngoY",,,0,1.49060825747955e+18
1223,1223,2022-02-07 16:44:48,Batangas PIO Capitol,746260297.0,batspiocapitol,746260297.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Naglaan ang pamahalaang panlalawigan, mula sa inisyatibo ni Governor DoDo Mandanas, ng food packs na ibibigay sa mga magpapabakuna (while supplies last).

#BatangasMagiting
#HandaIngatMagiting 
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/lybc9RYUNl",,,0,1.4906074632965e+18
1224,1224,2022-02-07 15:25:52,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 8 February: https://t.co/XQIgK33cR3

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas https://t.co/WIemCN0YCG",,,0,1.49058759923664e+18
1225,1225,2022-02-07 15:06:03,Department of Health,186347409.0,DOHgovph,186347409.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra COVID-19 sa Pilipinas! ?

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus https://t.co/1bZ8PBNE8H",,,10,1.49058261452446e+18
1226,1226,2022-02-07 14:09:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Reformulated Pfizer vaccine, 91% effective na panlaban sa COVID-19 para sa mga bata.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/e8iM5Qt897",,,0,1.49056825563068e+18
1227,1227,2022-02-07 12:21:38,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 172,676 na ang nakatanggap ng first dose sa Olongapo habang 149,874 naman ang fully vaccinated na. Nasa 15,933 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/ulhq6l1IM3",,,0,1.49054123654495e+18
1228,1228,2022-02-07 11:40:10,PHRC Secretariat Philippines,1.1031010075658e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @PIADesk: Alamin ang mga kasalukuyang impormasyon ukol sa COVID-19 Vaccine para sa inyong mga anak na edad 5-11 taong gulang.
 
#RESBAKU�",,,4,1.4905308022494e+18
1229,1229,2022-02-07 11:00:42,PIA Region 12,1.48084881182401e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @PIADesk: Alamin ang mga kasalukuyang impormasyon ukol sa COVID-19 Vaccine para sa inyong mga anak na edad 5-11 taong gulang.
 
#RESBAKU�",,,4,1.49052086834656e+18
1230,1230,2022-02-07 10:23:42,PIA MIMAROPA,472675929.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @PIADesk: Alamin ang mga kasalukuyang impormasyon ukol sa COVID-19 Vaccine para sa inyong mga anak na edad 5-11 taong gulang.
 
#RESBAKU�",,,4,1.49051156015836e+18
1231,1231,2022-02-07 10:08:34,PIA Desk,525171812.0,PIADesk,525171812.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Alamin ang mga kasalukuyang impormasyon ukol sa COVID-19 Vaccine para sa inyong mga anak na edad 5-11 taong gulang.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph

2/2 https://t.co/ADs6voW50v",,,1,1.49050775097503e+18
1232,1232,2022-02-07 10:08:20,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Alamin ang mga kasalukuyang impormasyon ukol sa COVID-19 Vaccine para sa inyong mga anak na edad 5-11 taong gulang.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph

1/2 https://t.co/kWtoVn5Z4h",,,4,1.4905076918311e+18
1233,1233,2022-02-07 09:00:01,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 198,602 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 191,006 na ang nakakumpleto ng dalawang doses at 46,681 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/XqMtQvBTp3",,,0,1.49049049690876e+18
1234,1234,2022-02-07 08:52:20,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Ikatlong Bayanihan Bakunahan, isasagawa sa February 10 at 11, 2022.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https://t.co/wHKMFs1xAF",,,0,1.49048856707998e+18
1235,1235,2022-02-07 08:52:17,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Mga paaralan at malls, tutulong sa vaccination roll-out para sa mga batang edad 5 hanggang 11.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https://t.co/rQZOTfo6y1",,,0,1.49048855073057e+18
1236,1236,2022-02-07 08:52:03,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"COVID-19 Vaccination Drive, tinangkilik ng mga kabataan sa Iba, Zambales.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/jKswp2gUUJ",,,0,1.49048849201033e+18
1237,1237,2022-02-07 08:49:38,PIA MIMAROPA,472675929.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @PIADesk: Mga paaralan at malls, tutulong sa vaccination roll-out para sa mga batang edad 5 hanggang 11.
#RESBAKUNA #BIDABakunation #BID�",,,1,1.49048788675583e+18
1238,1238,2022-02-07 08:49:28,PIA MIMAROPA,472675929.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @PIADesk: Ikatlong Bayanihan Bakunahan, isasagawa sa February 10 at 11, 2022.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https�",,,1,1.490487845379e+18
1239,1239,2022-02-06 20:27:51,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 7 February: https://t.co/85RFL0tPa7

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas https://t.co/4ctSa7avD9",,,0,1.49030120957583e+18
1240,1240,2022-02-06 19:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Ikatlong Bayanihan Bakunahan, isasagawa sa February 10 at 11, 2022.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https://t.co/h7DATlw4Yl",,,1,1.4902791027329e+18
1241,1241,2022-02-06 18:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Mga paaralan at malls, tutulong sa vaccination roll-out para sa mga batang edad 5 hanggang 11.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #COVID19Ph https://t.co/Mh8JyY2WhX",,,1,1.49026400177045e+18
1242,1242,2022-02-06 11:48:55,Catbalogan City,8.68639590915101e+17,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"COVID-19 RESBAKUNA SCHEDULE
Effective: February 07, 2022

#catbalogancity
#derechouswagcatbalogan 
#resbakunakasanggangbida 
#BIDABakunation #bayanihanbakunahan https://t.co/bHdxhtURtL",,,0,1.49017061786527e+18
1243,1243,2022-02-09 14:28:07,??Chris??,82790608.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Anyone has an idea where makapa booster shots either Sinovac or Pfizer? Cebu City area lang.  Went to Ayala pero Astra man booster available nila. TIA.

#altercebu #cebualter #pinoyalter #AlterPinoy #Alterph #Sinovac",,,0,1.49129784222459e+18
1244,1244,2022-02-09 00:23:35,jun juna : voter,1.15296721256448e+18,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Huwag daw paVictim sabi nung appointee -- kanino?

Eh kelan ba nangyari itong budol na to? 

#MalasAtPasakit sa appointees ni yorme.

iniisa isa nila. #FailHealth #Dolomite #Plundermic #Pharmanomally #FaceMaskscam #Kupit19 #sinovac #TaguigKaldero https://t.co/L5Z7sX5SNj",,,0,1.49108530914435e+18
1245,1245,2022-02-08 05:33:39,@Vuddoll,1.40955799579355e+18,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @bryan_castillo: Kung meron man akong gustong ipagpasalamat kay Pangulong Duterte, ay yung pag-sunod niya sa eksperto(50% vaccine effica�",,,294,1.4908009528526e+18
1246,1246,2022-02-07 22:40:04,Nerve Vein Na,1.47349496480174e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @bryan_castillo: Kung meron man akong gustong ipagpasalamat kay Pangulong Duterte, ay yung pag-sunod niya sa eksperto(50% vaccine effica�",,,294,1.49069686990684e+18
1247,1247,2022-02-17 08:22:17,Catbalogan City,8.68639590915101e+17,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"LAUNCHING OF RESBAKUNA KIDS
in Catbalogan City, Western Samar
on February 16, 2022

#catbalogancity #dexiplinacatbalogan
#derechouswagcatbalogan 
#Resbakuna
#ResbakunaKids
#BidaSolusyonPlus https://t.co/l7AlHYTRxf",,,0,1.49410488127129e+18
1248,1248,2022-02-16 21:07:32,Catbalogan City,8.68639590915101e+17,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"COVID-19 RESBAKUNA

Para ha mga:
5-11 years old (special lane)
12-17 years old
18 years old & above

February 17, 2022
SNS COVERED COURT
8am-12nn

ALL VACCINES AVAILABLE FOR FIRST DOSE, SECOND DOSE & BOOSTER SHOT.

#catbalogancity
#derechouswagcatbalogan 
#BIDABakunation https://t.co/KJTwh8mF2q",,,0,1.49393507291477e+18
1249,1249,2022-02-21 08:31:55,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 203,896 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 196,524 na ang nakakumpleto ng dalawang doses at 48,722 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/YcSj9ypIzZ",,,0,1.49555685737695e+18
1250,1250,2022-02-21 07:16:11,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Palalawakin pa ng @DOHgovph ang COVID-19 vaccination strategy sa Pilipinas.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/aax7EVgQZQ",,,0,1.49553779865637e+18
1251,1251,2022-02-21 07:15:48,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Basahin ang uodate ni Mayor Maricel Colina- Vendiola ukol sa bilng ng mga nabakunahan sa Maragusan, Davao De Oro

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/hTWbl3Vf7M",,,0,1.49553770123103e+18
1252,1252,2022-02-21 07:15:24,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Ipagpaliban muna ang pagpapaturok ng ikaapat na COVID-19 vaccine dose.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/zwXZnb9F8I",,,0,1.49553759939752e+18
1253,1253,2022-02-21 07:14:47,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Kumustahin ang COVID-19 vaccination sa Veruela, Agusan del Sur.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/V7HTYEhLyg",,,0,1.49553744487538e+18
1254,1254,2022-02-21 07:14:31,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Kumustahin ang COVID-19 vaccination sa Veruela, Agusan del Sur.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/V7HTYEzmpO",,,0,1.49553737913364e+18
1255,1255,2022-02-21 07:13:32,PIA-Caraga,630857697.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Tuluy-tuloy ang pagkumbinsi sa mga kababayan natin sa Bagumbayan, Sultan Kudarat na magpabakuna laban sa COVID-19.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/NVlOiCWZvJ",,,0,1.49553713214823e+18
1256,1256,2022-02-20 16:00:23,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNANAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan ng 2nd dose bukas, 21 February: https://t.co/WSoxX1syfg

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas https://t.co/FPirjfDRui",,,0,1.49530733096326e+18
1257,1257,2022-02-20 13:32:23,..sarah?..??????,247689531.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIA_RIII: Recovered na pero may sintomas pa? Baka Long COVID �yan!

Narito ang mga dapat mong malaman ukol sa Long COVID. 

Kasama ng M�",,,1,1.4952700830604e+18
1258,1258,2022-02-20 13:31:25,?,1.49469448038916e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Basahin ang uodate ni Mayor Maricel Colina- Vendiola ukol sa bilng ng mga nabakunahan sa Maragusan, Davao De Oro

#RESBAKUNA #�",,,1,1.49526984085613e+18
1259,1259,2022-02-20 13:31:06,?,1.49469448038916e+18,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Palalawakin pa ng @DOHgovph ang COVID-19 vaccination strategy sa Pilipinas.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #Explain�",,,1,1.49526976227582e+18
1260,1260,2022-02-20 13:22:54,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Recovered na pero may sintomas pa? Baka Long COVID �yan!

Narito ang mga dapat mong malaman ukol sa Long COVID. 

Kasama ng Mask-Hugas-Iwas at Airflow, magpa-ResBakuna na. Magpa-booster dose na rin kung eligible ka na. 

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus https://t.co/D5K96tx0LT",,,1,1.49526769571288e+18
1261,1261,2022-02-20 13:17:12,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Ang paghuhugas ng kamay ay nakakasagip ng buhay! ? ?

Narito ang mga dapat mong malaman ukol sa wastong paghuhugas ng kamay! ?

Tandaan: Kahit bakunado, pagiingat itodo! ?

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus https://t.co/otysn0QC1n",,,0,1.49526626263663e+18
1262,1262,2022-02-20 13:01:42,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"TIGNAN: Nasa 601,745 na ang nakatanggap ng first dose sa Bataan habang 564,084 naman ang fully vaccinated na. Nasa 123,023 na din ang tumanggap ng booster shot. 

#RESBAKUNA  
#BIDABakunation  
#BIDASolusyon+
#explainexplainexplain https://t.co/U1uAVjt7Cq",,,0,1.49526236144319e+18
1263,1263,2022-02-19 19:57:19,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang vaccination slots natin sa 21 February 2022.

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas https://t.co/zr9PBoolA5",,,0,1.49500456992309e+18
1264,1264,2022-02-19 19:04:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Palalawakin pa ng @DOHgovph ang COVID-19 vaccination strategy sa Pilipinas.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/YKYpuJfzdY",,,1,1.49499114972286e+18
1265,1265,2022-02-19 18:26:12,PIA Central Visayas,355241992.0,PIACentralVis,355241992.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Luwas, epektibo ug libre ang mga bakuna batok sa COVID-19 mao nga magpa-ResBakuna na! Magpa-booster shot na kung eligible ka!  

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus",,,0,1.49498163713817e+18
1266,1266,2022-02-19 14:30:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Basahin ang uodate ni Mayor Maricel Colina- Vendiola ukol sa bilng ng mga nabakunahan sa Maragusan, Davao De Oro

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/W5YJ8npiPX",,,1,1.49492219522242e+18
1267,1267,2022-02-19 08:00:01,Navotas City,150876668.0,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 203,896 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 196,483 na ang nakakumpleto ng dalawang doses at 48,665 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/y7vjlNoE3W",,,0,1.49482405145341e+18
1268,1268,2022-02-18 23:00:00,PIA Desk,525171812.0,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Ipagpaliban muna ang pagpapaturok ng ikaapat na COVID-19 vaccine dose.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/PtdWaFi0mD",,,0,1.49468815354582e+18
1269,1269,2022-02-18 17:51:25,Batangas PIO Capitol,746260297.0,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Patuloy na isinasagawa ang pediatric vaccination o  pagbabakuna sa 5 - 11 year-old age group.

February 18, 2022
DREAM Zone, Capitol Compound, Batangas City

#BatangasMagiting 
#HandaIngatMagiting 
#HugasIwasMask
#COVID19VaccinePH 
#RESBAKUNA
#BIDABakunation
#BIDASolusyon https://t.co/9v7fqBgTm5",,,0,1.4946104957807e+18
1270,1270,2022-02-18 17:48:05,PIA Gitnang Luzon,846487933.0,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Ang paghuhugas ng kamay ay nakakasagip ng buhay! ? ?

Narito ang mga dapat mong malaman ukol sa wastong paghuhugas ng kamay! ?

Tandaan: Kahit bakunado, pagiingat itodo! ?

#RESBAKUNA
#BIDABakunation
#BIDASolusyonPlus https://t.co/7CW5al2KrH",,,0,1.49460965586721e+18
